NC_027134.1 |Mammarenavirus marientalense
NC_078292.1 |Mammarenavirus kitaleense
NC_078697.1 |Mammarenavirus kwanzaense
NC_078106.1 |Mammarenavirus alashanense
NC_038367.1 |Mammarenavirus solweziense
NC_039012.1 |Mammarenavirus cameroonense
NC_078696.1 |Mammarenavirus bituense
NC_077807.1 |Mammarenavirus choriomeningitidis
NC_079107.1 |Mammarenavirus dhati-welelense
NC_078102.1 |Mammarenavirus lijiangense
NC_004296.1 |Mammarenavirus lassaense
NC_026018.1 |Mammarenavirus wenzhouense
NC_016152.1 |Mammarenavirus lunaense
NC_006575.1 |Mammarenavirus mopeiaense
NC_026246.1 |Mammarenavirus gairoense
NC_018710.1 |Mammarenavirus lunkense
NC_007905.1 |Mammarenavirus ippyense
NC_004294.1 |Mammarenavirus choriomeningitidis
NC_007903.1 |Mammarenavirus praomyidis
NC_027135.1 |Mammarenavirus okahandjaense
